timestamp,underlying_price,mark_price,mark_iv,delta,gamma,vega,theta,rho,vanna,volga
2025-04-23 10:30:02.770,93032.65,313.49632955,0.53126564,0.17401514672292961,9.472163396395759e-05,1231.5878431592282,0.0,66.30866432669654,0.3574768651001534,1298.9212344310727
2025-04-23 10:30:07.770,93020.22643974,311.68769903,0.53126564,0.1729723936093901,9.413224027979023e-05,1227.6205628359785,0.0,66.0563312268373,0.357195057632147,1305.098353833986
2025-04-23 10:30:12.770,93005.23089366,309.95227177,0.53126564,0.1718855702590183,9.347186787565017e-05,1223.431559569155,0.0,65.82387602564222,0.3567088008849666,1310.811041461282
2025-04-23 10:30:17.770,92987.03,304.10600016,0.53145691,0.16914121564145113,9.225595407014002e-05,1213.0538653942785,0.0,64.90213849295606,0.3571828114336739,1332.2417358121893
2025-04-23 10:30:22.770,92995.46403011,305.95390384,0.53145691,0.17007900965309553,9.271760017280205e-05,1216.6513976877213,0.0,65.17842660641145,0.3572084854581874,1325.6350082483623
2025-04-23 10:30:27.770,93012.97745009,309.29477294,0.53145691,0.17184159625903384,9.362625638863371e-05,1223.3903389498591,0.0,65.6678210371183,0.3573926478492808,1313.8623346428794
2025-04-23 10:30:32.770,93013.23086001,309.1214374,0.53145691,0.17178357431319924,9.361592252576066e-05,1223.1815834790723,0.0,65.63844471810307,0.3574626144437474,1314.5511839909814
2025-04-23 10:30:37.770,93014.07202591,309.05334926,0.53145691,0.17178217956918118,9.363543531903332e-05,1223.1886751812417,0.0,65.62430952903287,0.35754049585227676,1314.8718964890286
2025-04-23 10:30:42.770,93013.65,308.50645664,0.53145691,0.17162959383932375,9.35824734519643e-05,1222.6231649635229,0.0,65.5645604668257,0.3576249548056438,1316.2885639295419
2025-04-23 10:30:47.770,93007.0,307.36762425,0.53145691,0.17094262697038687,9.323185582989658e-05,1220.0032211009166,0.0,65.37154776712941,0.35756999511428944,1320.9397224395216
2025-04-23 10:30:52.770,93008.94094708,308.58511845,0.53145691,0.1714577550741243,9.342284320092587e-05,1221.9246482460258,0.0,65.56521964214926,0.3573338485705051,1316.341062056621
