timestamp,underlying_price,mark_price,mark_iv,delta,gamma,vega,theta,rho,vanna,volga
2025-04-24 23:06:40.082,93292.30114809,253.53101284,0.43914641,0.16794065722988805,0.00010944487133981735,1212.4069149469942,0.0,65.69597188427224,0.4252307578062684,1601.4631727378437
2025-04-24 23:06:45.082,93290.76412042,253.74851525,0.43914641,0.16798666572696064,0.00010940990278812245,1212.546923291491,0.0,65.74562009798001,0.4249846548439251,1600.1054303456476
2025-04-24 23:06:50.082,93277.69973633,250.2927543,0.43914641,0.16598990483065457,0.00010830216248016583,1204.852132667147,0.0,65.10466579539025,0.42516121612111135,1618.1094183063833
2025-04-24 23:06:55.082,93295.0,254.17124508,0.43914641,0.1683202996376636,0.00010966289447509898,1213.8653755994237,0.0,65.8131726781412,0.4252219348335018,1598.1595743983635
2025-04-24 23:07:00.082,93301.1157579,255.14759735,0.43914641,0.16866439424704005,0.00010989085283827013,1215.202864669227,0.0,65.90178844434877,0.4253333295616386,1595.636678810988
2025-04-24 23:07:05.082,93307.95951393,255.45362269,0.43914641,0.16933881451063115,0.00011043893958180475,1217.8764197423152,0.0,66.0169103169028,0.42594767633310937,1592.2436518506001
2025-04-24 23:07:10.082,93318.83633209,256.78262734,0.43914641,0.17031057526178905,0.00011113311624288361,1221.6549785462485,0.0,66.23737790349332,0.426439691414231,1585.848200334338
2025-04-24 23:07:15.082,93307.55443779,255.41113169,0.43914641,0.16930583280263,0.00011041423026361425,1217.7471562489663,0.0,66.01007875576715,0.4259261560042731,1592.442480129699
2025-04-24 23:07:20.082,93304.08,256.8234742,0.4390451,0.16983429254420912,0.00011048916323640016,1219.6147970390957,0.0,66.31915330599122,0.4249960477797998,1584.3240132221108
2025-04-24 23:07:25.082,93288.37378868,256.43656143,0.4390451,0.1691251666874365,0.00010972858416937164,1216.6825075188463,0.0,66.30484577312518,0.4236130899350883,1585.0554790740425
2025-04-24 23:07:30.082,93283.98549585,253.50596291,0.4390451,0.16766112915581566,0.00010908864901694199,1211.2014097920037,0.0,65.73752631484831,0.42444872459202543,1600.8151232841628
2025-04-24 23:07:35.082,93292.62110056,254.51816632,0.4390451,0.1684080796671239,0.00010962610553190508,1214.139029003003,0.0,65.9054910855225,0.42486796975562413,1596.0220764811384
2025-04-24 23:07:40.082,93313.75882281,256.63708754,0.4390451,0.17008271242714557,0.0001108972895482313,1220.7195808585166,0.0,66.24276719286445,0.4260343524904968,1586.2132571065013
2025-04-24 23:07:45.082,93326.53,260.81868036,0.4390451,0.17240182769061363,0.0001121107604730616,1229.4112411212263,0.0,67.02064342733138,0.4254318972843407,1564.2825534750737
2025-04-24 23:07:50.082,93345.65800372,263.64339847,0.4390451,0.17433887231584855,0.00011341700093421472,1236.7655523934518,0.0,67.49915949350589,0.4260259049139137,1550.3403210358665
2025-04-24 23:07:55.082,93336.81599386,261.63699257,0.4390451,0.17312875294034846,0.00011270676647252842,1232.2440487456697,0.0,67.139973776847,0.42607283937999796,1560.6156105459231
2025-04-24 23:08:00.082,93333.02700053,261.90127973,0.4390451,0.17311389225178075,0.00011257159875741399,1232.1116377625658,0.0,67.20791749940508,0.4255812328389368,1558.8810178456479
2025-04-24 23:08:05.082,93346.02,263.9600335,0.4390451,0.1744932483327748,0.00011348107700546745,1237.324161323435,0.0,67.56003905605394,0.4259162520272355,1548.646168045263
2025-04-24 23:08:10.082,93348.16044058,264.34225376,0.4390451,0.17474009729148499,0.00011363780918295738,1238.2493256363523,0.0,67.62635159388628,0.42595018422106534,1546.7247672884405
2025-04-24 23:08:15.082,93348.16044058,263.70879506,0.4390451,0.17445694544287527,0.00011354336696853956,1237.239392378884,0.0,67.50155845542395,0.42624088168652463,1550.166336140741
2025-04-24 23:08:20.082,93348.16287986,263.45636446,0.4390451,0.17434411581438525,0.00011350577798149679,1236.8362399085454,0.0,67.45178070410748,0.42635674524480294,1551.5408256165247
2025-04-24 23:08:25.082,93363.66295364,266.09505382,0.43897066,0.17608726202225178,0.00011463895500930018,1243.3564557304271,0.0,67.9157532548179,0.42667695153789964,1538.2956833800708
2025-04-24 23:08:30.082,93366.16587326,267.74327199,0.43897066,0.1769129622986032,0.00011500146449468316,1246.323756600068,0.0,68.22849603996156,0.4261516551122497,1529.5593340350897
2025-04-24 23:08:35.082,93366.35704614,268.5211118,0.43897066,0.1772663489629469,0.0001151251804953797,1247.56896263831,0.0,68.37999856210035,0.4258053880367356,1525.393104512099
2025-04-24 23:08:40.082,93364.37130224,268.73448208,0.43897066,0.17728940533838689,0.00011506239791435943,1247.6052981048415,0.0,68.4301685121427,0.4255121009523464,1524.1292281355272
2025-04-24 23:08:45.082,93355.22600853,267.87866417,0.43897066,0.1765787533606229,0.00011450471937999186,1244.9049379120115,0.0,68.30123961139088,0.4250234828473367,1528.1458230990247
2025-04-24 23:08:50.082,93345.93027995,266.76026252,0.43897066,0.1757480742445452,0.00011390429557753094,1241.7679644305172,0.0,68.12091369511518,0.4246383956090085,1533.5410067518096
2025-04-24 23:08:55.082,93359.84866168,269.32194718,0.43897066,0.17738689711610967,0.00011493452615436543,1247.8417541928284,0.0,68.56409258550002,0.4247963760004154,1520.7220818190835
2025-04-24 23:09:00.082,93379.59880116,272.15097692,0.43897066,0.17936226086982465,0.00011628867584625741,1255.1673937184678,0.0,69.03186074331143,0.4253689010133712,1506.7948770654475
2025-04-24 23:09:05.082,93397.655,276.11109881,0.43897066,0.1817849070201092,0.00011773645679511151,1263.9100762370872,0.0,69.72240889058776,0.4251976213823241,1486.784183519907
2025-04-24 23:09:10.082,93410.86393117,278.52258309,0.43897066,0.1833466401426751,0.00011873115122592193,1269.5270692860286,0.0,70.13048914867204,0.4252815416655835,1474.7125476876536
2025-04-24 23:09:15.082,93420.97956334,280.38333797,0.43897066,0.18455155774694987,0.0001194984879972754,1273.829298608689,0.0,70.44418864825093,0.4253255879845028,1465.3937100527692
2025-04-24 23:09:20.082,93425.32857263,281.18708554,0.43897066,0.18507197807991105,0.00011982988556391919,1275.679074053347,0.0,70.5793731042686,0.42533906972749946,1461.3676017439138
2025-04-24 23:09:25.082,93400.19293109,270.88514929,0.43897066,0.17955847539593606,0.00011709936597927625,1256.2918670095532,0.0,68.69548360345834,0.4279651767980148,1514.6753119838686
2025-04-24 23:09:30.082,93410.08,273.59335564,0.43895733,0.18113448280722722,0.00011798227750696964,1261.9565929713572,0.0,69.18122201182814,0.4276192843823097,1500.6819025309233
2025-04-24 23:09:35.082,93407.30886146,271.82465515,0.43895733,0.18024332362668538,0.00011758730829634217,1258.815141016581,0.0,68.84911391000333,0.4282059889062779,1510.012261242402
2025-04-24 23:09:40.082,93405.86529423,271.18782534,0.43895733,0.17990557235913052,0.0001174230078914559,1257.6118464754545,0.0,68.73128127853079,0.42837248471897027,1513.3608289895055
2025-04-24 23:09:45.082,93404.63798571,271.03792106,0.43895733,0.17979311645000884,0.00011734095352273696,1257.1962837154715,0.0,68.70746983990011,0.42832578290970247,1514.1005028594227
2025-04-24 23:09:50.082,93387.39503009,268.0690009,0.43895733,0.17783188159512342,0.00011606605265772688,1249.9917619188273,0.0,68.20258227661543,0.42806671686678044,1529.132620580116
2025-04-24 23:09:55.082,93381.26501788,266.55935805,0.43895733,0.1769330535444773,0.00011554741673043371,1246.6999587450337,0.0,67.93301515275334,0.42817980800704625,1536.9443010253162
2025-04-24 23:10:00.082,93389.84,268.62709723,0.43895733,0.17817083379850018,0.00011626658174461978,1251.231625485896,0.0,68.30125540127528,0.4280405300045267,1526.2593361359905
2025-04-24 23:10:05.082,93388.03518769,268.2953155,0.43895733,0.1779564646883678,0.000116130430972557,1250.4427447305425,0.0,68.24414558340823,0.4280221018415702,1527.9455080230837
2025-04-24 23:10:10.082,93408.23907487,272.12031696,0.43895733,0.18040977975748795,0.00011767630063572523,1259.411535344807,0.0,68.90261998776896,0.4281534356756964,1508.4734607773717
2025-04-24 23:10:15.082,93419.82461058,276.32179037,0.43895733,0.18271303642818637,0.00011886002894129829,1267.579019631521,0.0,69.66724902678061,0.4272250587592197,1486.6354239426146
